title,link,domain,published_date,topic
Is Salim Babu headed to Wazito?,https://www.nation.co.ke/kenya/sports/football/is-salim-babu-headed-to-wazito--1913650,nation.co.ke,2020-08-06 04:30:57,NATION
Alien base on Mercury: ET hunters claim to find huge UFO,https://www.express.co.uk/news/weird/1323720/alien-base-ufo-mercury-space-news-conspiracy-theory-aliens,express.co.uk,2020-08-17 08:39:37,SCIENCE
"Embryos are susceptible to COVID-19 if mothers get sick, indicates study",https://www.news-medical.net/news/20200805/Embryos-are-susceptible-to-COVID-19-if-mothers-get-sick-indicates-study.aspx,news-medical.net,2020-08-05 06:07:00,HEALTH
Deep Learning Algorithm Could Enhance Genomic Sequencing,https://healthitanalytics.com/news/deep-learning-algorithm-could-enhance-genomic-sequencing,healthitanalytics.com,2020-08-06 17:49:00,SCIENCE
Minecraft: Education Edition Comes to Chromebook,https://www.thurrott.com/games/238900/minecraft-education-edition-comes-to-chromebook,thurrott.com,2020-08-10 16:15:51,TECHNOLOGY
Sims 4: Another Star Wars new game pack theory,https://extratime.media/2020/08/03/the-sims-4-star-wars-costumes-game-pack-theory-leak-droids/,extratime.media,2020-08-03 16:03:11,TECHNOLOGY
Hotel quarantine jockey Ben Thompson - stop bringing me food!,https://www.racenet.com.au/news/hotel-quarantine-jockey-ben-thompson---stop-bringing-me-food-20200809,racenet.com.au,2020-08-09 03:16:35,SPORTS
John Cena Looks Back at his WrestleMania Classic with Bray Wyatt,https://www.essentiallysports.com/wwe-news-john-cena-looks-back-at-his-wrestlemania-classic-with-bray-wyatt/,essentiallysports.com,2020-08-14 03:42:00,ENTERTAINMENT
“Our entire family has COVID”: Molly Grantham shares 'surreal' diagnosis while raising newborn,https://www.kjct8.com/2020/08/03/our-entire-family-has-covid-molly-grantham-shares-surreal-diagnosis-while-raising-newborn/,kjct8.com,2020-08-03 17:29:00,HEALTH
New research on Nipah virus finds the virus spreads rapidly as patients approach death,https://massivesci.com/notes/ebola-nipah-covid-funeral-practices-friends-family/,massivesci.com,2020-08-15 13:16:13,HEALTH
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://news.uchicago.edu/story/new-tool-protect-yourself-against-facial-recognition-software,news.uchicago.edu,2020-08-03 16:25:00,BUSINESS
“I’m Coming Home”- Shroud Finally Announces Return,https://www.essentiallysports.com/im-coming-home-shroud-finally-announces-return-twitch-news-esports/,essentiallysports.com,2020-08-11 19:19:23,TECHNOLOGY
Some Delhi hospitals seeing Covid-19 re-emergence in recovered patients,https://www.deccanherald.com/national/north-and-central/some-delhi-hospitals-seeing-covid-19-re-emergence-in-recovered-patients-874367.html,deccanherald.com,2020-08-17 11:42:37,HEALTH
Elon Musk attacks rocket rival as 'a complete waste of taxpayer money',https://www.businessinsider.com/elon-musk-blasts-united-launch-alliance-twi-2020-8,businessinsider.com,2020-08-14 06:05:16,TECHNOLOGY
Remains of man missing since 1991 found in NI river,https://www.rte.ie/news/ulster/2020/0811/1158595-james-patterson/,rte.ie,2020-08-11 13:57:29,WORLD
NDP fireworks to launch at 10 islandwide locations for S'poreans to enjoy from home,https://sg.news.yahoo.com/ndp-fireworks-launched-at-10-islandwide-locations-for-sporeans-to-enjoy-from-home-012944489.html,sg.news.yahoo.com,2020-08-07 01:31:58,NATION
Latvia will allocate €150 000 to Belarusian civil society,https://eng.lsm.lv/article/politics/diplomacy/latvia-will-allocate-150-000-to-belarusian-civil-society.a370820/,eng.lsm.lv,2020-08-17 13:54:27,WORLD
Quick Shifts: Frederik Andersen’s future with Maple Leafs uncertain,https://www.sportsnet.ca/hockey/nhl/frederik-andersen-toronto-maple-leafs-contract-trade-quick-shifts/,sportsnet.ca,2020-08-15 12:00:00,SPORTS
"International Lefthanders Day: Famous left handers, facts about lefties, quotes and images",https://www.timesnownews.com/the-buzz/article/international-lefthanders-day-famous-left-handers-facts-about-lefties-quotes-and-images/636257,timesnownews.com,2020-08-13 05:34:30,WORLD
Microsoft to make its Ignite IT pro show a two-part event,https://www.zdnet.com/article/microsoft-to-make-its-ignite-it-pro-show-a-two-part-event/,zdnet.com,2020-08-06 18:14:00,TECHNOLOGY
Wu-Tang Clan's RZA teams up with Good Humor to create new ice cream truck jingle,https://abc7.com/ice-cream-truck-song-rza-racism-new-jingle/6370512/,abc7.com,2020-08-14 15:38:39,ENTERTAINMENT
Tshwane workers give nod to pay deal,https://www.iol.co.za/pretoria-news/news/tshwane-workers-give-nod-to-pay-deal-d4bc65ed-7fc8-41b4-900c-346bf788eb95,iol.co.za,2020-08-12 06:25:10,NATION
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.globenewswire.com/news-release/2020/08/14/2078675/0/en/SLAM-Commences-Diamond-Drilling-for-Maisie-Gold.html,globenewswire.com,2020-08-14 13:25:00,BUSINESS
"Switzerland nears deal to get Moderna COVID vaccine, official says",https://in.reuters.com/article/health-coronavirus-swiss-vaccine/switzerland-nears-deal-to-get-moderna-covid-vaccine-official-says-idINKCN2510YC,in.reuters.com,2020-08-05 08:07:00,HEALTH
Cele: 2 suspects charged after women’s bodies found in uMthwalume,https://ewn.co.za/2020/08/15/cele-2-suspects-arrested-after-women-s-bodies-found-in-umthwalume,ewn.co.za,2020-08-15 13:35:01,NATION
Edogawa NICHE prize 2020 awarded to Dr. John Craig Venter,https://www.zee5.com/zeekannada/edogawa-niche-prize-2020-awarded-to-dr-john-craig-venter/,zee5.com,2020-08-17 09:59:04,HEALTH
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.eu-startups.com/2020/08/dublin-based-e-scooter-startup-zipp-mobility-is-approved-for-uk-trials/,eu-startups.com,2020-08-17 10:18:00,BUSINESS
How Naya Rivera’s Son Josey Is Coping One Month After His Mother's Death,https://www.etonline.com/how-naya-riveras-son-josey-is-coping-one-month-after-his-mothers-death-151233,etonline.com,2020-08-13 00:24:27,ENTERTAINMENT
Most Americans willing to vaccinate for COVID-19: survey,https://www.thestar.com.my/news/world/2020/08/08/most-americans-willing-to-vaccinate-for-covid-19-survey,thestar.com.my,2020-08-07 16:56:00,HEALTH
New Avatar 2 Set Photo Shows James Cameron On The Pandora Base,https://www.cinemablend.com/news/2552400/new-avatar-2-set-photo-shows-james-cameron-on-the-pandora-base,cinemablend.com,2020-08-13 00:01:00,ENTERTAINMENT
Li-Meng Yan: Doctor who fled China to reveal coronavirus truths,https://www.news.com.au/world/coronavirus/global/doctor-who-fled-china-to-reveal-virus-truth/news-story/0ebf5993691da3ffb612438ecf8bd6c3,news.com.au,2020-08-16 03:38:50,WORLD
FBR to get information of accounts transacting Rs10 million in a month,https://dunyanews.tv/en/Pakistan/557900-FBR-to-get-information-of-accounts-transacting-Rs10-million-in-a-month,dunyanews.tv,2020-08-06 15:36:00,NATION
What to look for in the Democratic National Convention's opening night,https://www.smh.com.au/world/north-america/what-to-look-for-in-democratic-national-convention-20200818-p55mof.html,smh.com.au,2020-08-17 20:24:00,WORLD
Athletics' Bassitt: MLB has a double standard to protect the Astros,https://www.thescore.com/mlb/news/2000226,thescore.com,2020-08-10 21:54:00,SPORTS
"How to recognize COVID-19 symptoms in children, based on pediatricians’ advice",https://whdh.com/news/how-to-recognize-covid-19-symptoms-in-children-based-on-pediatricians-advice/,whdh.com,2020-08-12 14:10:57,HEALTH
Tens of thousands gather in Minsk for biggest protest in Belarus history,https://www.theguardian.com/world/2020/aug/16/belarus-prepares-for-biggest-protest-yet-after-week-of-anger,theguardian.com,2020-08-16 08:48:00,WORLD
'90 Day Fiancé': 8 '90 Day Fiancé' Couples and Stars Who Had Surprise Pregnancies,https://www.cheatsheet.com/entertainment/90-day-fiance-8-90-day-fiance-couples-and-stars-who-had-surprise-pregnancies.html/,cheatsheet.com,2020-08-13 03:22:23,ENTERTAINMENT
"Dedicated Murray a 'dark horse' for US Open, says Peniston",https://nz.news.yahoo.com/dedicated-murray-a-dark-horse-for-us-open-says-peniston-092224464.html,nz.yahoo.com,2020-08-15 09:22:00,SPORTS
Israeli hospitals see first signs of system's collapse from coronavirus,https://www.haaretz.com/israel-news/.premium-israeli-hospitals-see-first-signs-of-system-s-collapse-from-coronavirus-1.9062484,haaretz.com,2020-08-11 06:55:00,HEALTH
Namibia: Namibia Needs More ICUs,https://www.onenewspage.com/n/Africa/1zlt8xhhxo/Namibia-Namibia-Needs-More-ICUs.htm,onenewspage.com,2020-08-13 14:49:19,WORLD
Maharashtra minister Balasaheb Patil tests positive for coronavirus,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-minister-balasaheb-patil-tests-positive-for-coronavirus/articleshow/77562633.cms,timesofindia.indiatimes.com,2020-08-15 13:27:00,NATION
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.reuters.com/article/us-usa-stocks/sp-500-dips-at-open-as-labor-market-rebound-falters-idUSKCN2591FV,reuters.com,2020-08-13 13:36:00,BUSINESS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.irishtimes.com/life-and-style/motors/court-says-land-rover-shape-can-t-be-trademarked-1.4322517,irishtimes.com,2020-08-05 09:34:59,BUSINESS
Trump defends claim children 'virtually immune' to coronavirus,https://www.independent.ie/videos/trump-defends-claim-children-virtually-immune-to-coronavirus-39427764.html,independent.ie,2020-08-06 07:08:00,WORLD
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://whtc.com/news/articles/2020/aug/10/philippine-central-bank-says-no-reason-for-further-rate-cuts-at-this-time-governor-says/1047674/,whtc.com,2020-08-10 01:32:48,BUSINESS
Thousands form 'lines of solidarity' with protesters in Belarus,https://www.aljazeera.com/news/2020/08/hundreds-form-lines-solidarity-protesters-belarus-200813091337684.html,aljazeera.com,2020-08-13 12:22:00,WORLD
‘Who did this?’: Spoof video of Trump interviewing himself will leave you ROFL-ing,https://indianexpress.com/article/trending/trending-globally/who-did-this-a-spoof-of-trump-interviewing-himself-will-leave-you-rofl-ing-6540873/,indianexpress.com,2020-08-05 12:50:56,WORLD
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://economictimes.indiatimes.com/markets/stocks/news/contra-play-four-of-5-biggest-loss-makers-of-q1-top-analyst-buy-list/articleshow/77585473.cms,economictimes.indiatimes.com,2020-08-17 05:51:00,BUSINESS
"Bayern should smash Barcelona and Messi, but can you ever count the Catalans out?",https://africa.espn.com/football/uefa-champions-league/story/4158125/bayern-should-smash-barcelona-and-messibut-can-you-ever-count-the-catalans-out,africa.espn.com,2020-08-12 22:07:49,SPORTS
Trawler tragedy: Disaster averted just days before,https://www.odt.co.nz/news/national/trawler-tragedy-disaster-averted-just-days,odt.co.nz,2020-08-01 22:48:48,NATION
Apple shares new ‘Vertical Cinema’ Shot on iPhone short film,https://9to5mac.com/2020/08/05/apple-shares-new-vertical-cinema-shot-on-iphone-short-film/,9to5mac.com,2020-08-06 00:34:00,TECHNOLOGY
Mohamed bin Zayed appreciates Ghobaisha Al Ketbi's initiatives in serving community,https://alkhaleejtoday.co/uae/5031690/Mohamed-bin-Zayed-appreciates-Ghobaisha-Al-Ketbis-initiatives-in-serving-community.html,alkhaleejtoday.co,2020-08-16 09:53:07,WORLD
Paul Scholes takes sly swipe at Jose Mourinho over 'unstoppable' Anthony Martial,https://metro.co.uk/2020/08/11/paul-scholes-throws-shade-jose-mourinho-anthony-martials-unstoppable-performance-copenhagen-13112122/,metro.co.uk,2020-08-11 07:49:00,SPORTS
800 calorie diet: Is it healthy to lose a stone in 21 days?,https://www.express.co.uk/life-style/diets/1319512/800-calorie-diet-healthy-lose-stone-in-21-days-weight-loss,express.co.uk,2020-08-06 13:12:57,HEALTH
COVID-19: TCTMD's Daily Dispatch for August 3,https://www.tctmd.com/news/COVID19-daily-dispatch,tctmd.com,2020-08-03 16:00:00,HEALTH
2020 NBA Playoffs Preview: Can The Philadelphia 76ers Upset The Boston Celtics Sans Ben Simmons?,https://www.forbes.com/sites/bryantoporek/2020/08/14/2020-nba-playoffs-preview-can-the-philadelphia-76ers-upset-the-boston-celtics-sans-ben-simmons/,forbes.com,2020-08-14 16:07:00,SPORTS
FAI Cup holders Hoops begin defence against Cork City,https://www.rte.ie/sport/soccer/2020/0812/1158764-cup-holders-hoops-begin-defence-against-cork-city/,rte.ie,2020-08-12 10:53:30,SPORTS
Dates Confirmed for 2020 Reebok CrossFit Games,https://morningchalkup.com/2020/08/12/dates-confirmed-for-2020-reebok-crossfit-games/,morningchalkup.com,2020-08-13 06:01:26,TECHNOLOGY
Tulane study seeks new insights into panic disorder and post-traumatic stress disorder,https://www.newswise.com/articles/tulane-study-seeks-new-insights-into-panic-disorder-and-post-traumatic-stress-disorder,newswise.com,2020-08-03 16:45:00,HEALTH
"It's Difficult For Rich Kids To Succeed -Kiddwaya's Dad, Terry Waya says",https://www.ghgossip.com/its-difficult-for-rich-kids-to-succeed-kiddwayas-dad-terry-waya-says/,ghgossip.com,2020-08-14 17:27:00,ENTERTAINMENT
"Earthquake info : M3.9 earthquake on Wednesday, 12 August 2020 11:45 UTC / 1km NNE of The Geysers, CA (USA) - 6 experience reports",https://www.volcanodiscovery.com/earthquakes/quake-info/2924472/M3-Wed-12-Aug-1km-NNE-of-The-Geysers-CA-USA.html,volcanodiscovery.com,2020-08-12 11:45:43,WORLD
Territorian’s invited to make science history and partake in ‘out of this world’ selfie,https://www.adelaidenow.com.au/subscribe/news/1/?sourceCode=AAWEB_WRE170_a&dest=https%3A%2F%2Fwww.adelaidenow.com.au%2Fnews%2Fnational%2Fterritorians-invited-to-make-science-history-and-partake-in-out-of-this-world-selfie%2Fnews-story%2Fba2acb652e9bef059c33939f537081ba&memtype=anonymous&mode=premium&nk=e2a655e4805462a7adfe451f5fb1e40b-1597277535,adelaidenow.com.au,2020-08-11 09:22:00,TECHNOLOGY
Report: Lakers to wear 'Black Mamba' jersey if they advance to 2nd round,https://www.thescore.com/nba/news/2003816,thescore.com,2020-08-17 02:12:00,SPORTS
"‘Spelunky 2’ coming to PS4 next month, to PC ‘shortly after’",https://micky.com.au/spelunky-2-coming-to-ps4-next-month-to-pc-shortly-after/,micky.com.au,2020-08-07 23:38:00,TECHNOLOGY
The Netflix ‘Ta-Dum’ Sound Almost Included a Goat’s Bleating,https://www.indiewire.com/2020/08/what-netflix-ta-dum-sound-logo-comes-from-1234578100/,indiewire.com,2020-08-05 15:58:45,ENTERTAINMENT
Kerala gold smuggling: NIA Spl Court dismisses Swapna Suresh's bail plea,https://timesofindia.indiatimes.com/india/kerala-gold-smuggling-nia-spl-court-dismisses-swapna-sureshs-bail-plea/articleshow/77460240.cms,timesofindia.indiatimes.com,2020-08-10 11:44:00,NATION
The Fergusons Accused Being Cruel To Fired Actors After Dineo Langa’s Weak Exit,https://iharare.com/the-fergusons-accused-being-cruel/,iharare.com,2020-08-04 07:35:55,ENTERTAINMENT
10 bargains from top brands that are just as good as Amazon Prime Day deals,https://www.yahoo.com/lifestyle/10-bargains-top-brands-just-134509687.html,yahoo.com,2020-08-03 13:45:00,TECHNOLOGY
"If the Galaxy Watch 3 is excessive, keep the rumored Galaxy Fit 2 in mind",https://www.sammobile.com/news/galaxy-watch-3-excessive-rumored-galaxy-fit-2/,sammobile.com,2020-08-03 18:14:20,TECHNOLOGY
Indian Army has edge over PLA in high-altitude war,https://www.tribuneindia.com/news/comment/indian-army-has-edge-over-pla-in-high-altitude-war-121379,m.tribuneindia.com,2020-08-03 02:43:15,WORLD
Premiership holds 'constructive' talks with Jason Leitch after Aberdeen call-off,https://www.bbc.co.uk/sport/football/53729683,bbc.co.uk,2020-08-11 01:22:15,SPORTS
Messaging app plans to challenge TikTok,https://www.phonearena.com/news/snapchat-to-take-on-tiktok_id126358,phonearena.com,2020-08-03 20:55:47,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.njmmanews.com/global-motorcycle-clothing-market-2020-impact-of-covid-19-future-growth-analysis-and-challenges-klim-kido-sport-hanil-hjc-chih-tong/,njmmanews.com,2020-08-07 19:49:08,BUSINESS
Woman and four children escape injury in Armagh shooting,https://www.belfasttelegraph.co.uk/news/northern-ireland/woman-and-four-children-escape-injury-in-armagh-shooting-39421674.html,belfasttelegraph.co.uk,2020-08-04 08:01:00,WORLD
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://bulletinline.com/2020/08/09/covid-19-outlook-and-impact-global-raw-cane-sugar-market-industry-2020-2025-top-key-players-archer-daniels-midland-tereos-internacional-cargill-louis-dreyfus-associated-british-foods-sudzucke/,bulletinline.com,2020-08-09 16:32:00,BUSINESS
"Dating on camera: Aparna, Ankita and Rashi on Netflix's 'Indian Matchmaking'",https://www.thenewsminute.com/article/dating-camera-aparna-ankita-and-rashi-netflixs-indian-matchmaking-130012,thenewsminute.com,2020-08-04 10:47:44,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://bulletinline.com/2020/08/03/fleece-knitting-yarn-market-size-2020-top-countries-data-with-global-demand-analysis-and-opportunity-outlook-2026/,bulletinline.com,2020-08-03 12:18:00,BUSINESS
"After 17 days without a game, Cardinals caravan arrives in Chicago for 'old school' baseball",https://www.stltoday.com/sports/baseball/professional/after-17-days-without-a-game-cardinals-caravan-arrives-in-chicago-for-old-school-baseball/article_9d4538da-2ed0-52df-9f1e-fdcc94043ca0.html,stltoday.com,2020-08-15 12:00:00,SPORTS
Animal Crossing: New Horizons official August video is full of late summer vibes,https://www.gamesradar.com/au/animal-crossing-new-horizons-official-august-video-is-full-of-late-summer-vibes/,gamesradar.com,2020-08-03 20:46:00,TECHNOLOGY
Enzyme discovered in the gut could lead to new disease biomarker,https://www.pharmiweb.com/press-release/2020-08-12/enzyme-discovered-in-the-gut-could-lead-to-new-disease-biomarker,pharmiweb.com,2020-08-12 17:16:42,HEALTH
"A century after the Halifax Explosion, Beirut tragedy hits close to home",https://www.cbc.ca/news/canada/nova-scotia/halifax-beirut-explosion-aid-lebanon-1.5675794,cbc.ca,2020-08-06 12:47:00,WORLD
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.reuters.com/article/japan-stocks-close/japan-stocks-rise-most-in-a-week-as-us-stimulus-bets-gather-steam-idUSL4N2FD1AP,reuters.com,2020-08-11 06:32:00,BUSINESS
"Tom Cruise Bans Actors From Running Next To Him On Screen, Claims Co-Star",https://toofab.com/2020/08/14/tom-cruise-wont-let-other-actors-run-next-to-him-on-screen/,toofab.com,2020-08-14 15:56:00,ENTERTAINMENT
FAKE ALERT: This photo of Lord Ram on Times Square billboards is digitally manipulated,https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-this-photo-of-lord-ram-on-times-square-billboards-is-digitally-manipulated/articleshow/77368923.cms,timesofindia.indiatimes.com,2020-08-05 08:46:00,NATION
Remco Evenepoel takes stunning stage four solo win at Tour of Poland,https://www.cyclingweekly.com/news/racing/remco-evenepoel-takes-stunning-stage-four-solo-win-at-tour-of-poland-462180,cyclingweekly.com,2020-08-08 16:25:45,SPORTS
What will playoff LeBron James look like in the bubble?,https://lakersoutsiders.com/2020/08/17/lebron-james-playoff-bubble/,lakersoutsiders.com,2020-08-17 19:12:00,SPORTS
Cell infusions benefit heart patients.,https://en.brinkwire.com/news/cell-infusions-benefit-heart-patients/,en.brinkwire.com,2020-08-04 17:26:34,HEALTH
Nvidia GeForce RTX 3080 Ti could crush AMD Big Navi with this huge upgrade,https://www.tomsguide.com/news/nvidia-geforce-rtx-3080-ti-could-crush-amd-big-navi-with-this-huge-upgrade,tomsguide.com,2020-08-14 17:51:00,TECHNOLOGY
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://galusaustralis.com/2020/08/844846/global-container-security-and-tracking-market-2020-2026-coronavirus-covid-19-pandemic-analysis-future-growth-analysis-by-major-key-players-kirsen-global-security-starcom-systems-orbcom/,galusaustralis.com,2020-08-15 13:28:40,BUSINESS
Four fraud suspects wanted by police,https://www.theborneopost.com/2020/08/06/four-fraud-suspects-wanted-by-police/,theborneopost.com,2020-08-06 01:38:00,NATION
"Covid19 Misinformation Is Spreading Across 87 Countries, Costing Lives: Study",https://theswaddle.com/covid19-misinformation-is-spreading-across-87-countries-costing-lives-study/,theswaddle.com,2020-08-12 10:47:38,HEALTH
How to Prepare for Cold and Flu Season During a Pandemic,https://vitals.lifehacker.com/how-to-prepare-for-cold-and-flu-season-during-a-pandemi-1844749240,vitals.lifehacker.com,2020-08-17 17:00:00,HEALTH
Unemployed graduates stage silent march at Union Buildings,https://ewn.co.za/2020/08/14/unemployed-graduates-stage-silent-march-at-union-buildings,ewn.co.za,2020-08-14 17:16:44,WORLD
Apple Set To Bundle Subscription Services,https://www.bandt.com.au/apple-set-to-bundle-subscription-services/,bandt.com.au,2020-08-13 23:44:00,TECHNOLOGY
Arteta 'overruled' by Arsenal board over midfielder's future,https://www.football365.com/news/arteta-arsenal-board-midfielder-future,football365.com,2020-08-08 10:56:43,SPORTS
UK plans new specialist pandemic response health institute: Report,https://www.business-standard.com/article/international/uk-plans-new-specialist-pandemic-response-health-institute-report-120081600493_1.html,business-standard.com,2020-08-16 11:22:00,HEALTH
Israel to start human COVID-19 vaccine trials,https://ajn.timesofisrael.com/israel-to-start-human-covid-19-vaccine-trials/,ajn.timesofisrael.com,2020-08-07 00:51:38,NATION
Zambia's Leader: Corruption Fight Is Political | General News,https://www.peacefmonline.com/pages/local/news/202008/423957.php,peacefmonline.com,2020-08-17 15:20:40,WORLD
Report: NBA to let players bring 'longstanding' friends into bubble,https://www.thescore.com/nba/news/2001126,thescore.com,2020-08-12 14:49:00,SPORTS
Barcelona worried about Man Utd signing two players amid Jadon Sancho transfer issues,https://www.express.co.uk/sport/football/1321032/Barcelona-Manchester-United-transfer-news-Jadon-Sancho-Ousmane-Dembele-Ansu-Fati,express.co.uk,2020-08-10 15:28:54,SPORTS
Unwanted Truths: Inside Trump’s Battles With U.S. Intelligence Agencies,https://www.nytimes.com/2020/08/08/magazine/us-russia-intelligence.html,nytimes.com,2020-08-08 09:00:00,WORLD
"Donald Trump's younger brother, Robert Trump, dead at 72",https://www.stuff.co.nz/world/americas/300083602/donald-trumps-younger-brother-robert-trump-dead-at-72,stuff.co.nz,2020-08-16 02:46:00,WORLD
Four new deaths and 16 new COVID-19 cases confirmed in Butte County on Thursday,https://krcrtv.com/news/coronavirus/four-new-deaths-and-16-new-covid-19-cases-confirmed-in-butte-county-on-thursday,krcrtv.com,2020-08-13 21:47:00,HEALTH
Fall Guys’ grab is the key to both victory and petty spite,https://www.polygon.com/2020/8/5/21355957/fall-guys-grab-mechanic-social-media-clips-success,polygon.com,2020-08-05 20:24:35,TECHNOLOGY
Woman taken to hospital in critical condition after 'serious incident' at Higgins Avenue and Main Street,https://globalnews.ca/news/7271564/winnipeg-police-tape-off-higgins-and-main-identification-unit-on-scene/,globalnews.ca,2020-08-13 13:03:11,NATION
"🏆 Wolves vs Sevilla: Predictions, odds, betting preview & tips",https://futaa.com/ug/article/211833/wolves-vs-sevilla-predictions-odds-betting-preview-tips,futaa.com,2020-08-12 02:56:15,SPORTS
No new cases; masks urged for households,https://www.odt.co.nz/news/national/no-new-cases-masks-urged-households,odt.co.nz,2020-08-06 00:49:16,NATION
AMC is selling movie tickets for 15 cents — but is it safe to go to theaters?,https://www.cnbc.com/2020/08/14/amc-selling-15-cent-tickets-is-it-safe-to-go-to-a-movie-theater.html,cnbc.com,2020-08-14 14:58:00,ENTERTAINMENT
Man shot by Secret Service near White House is former boxer with rap sheet,https://nypost.com/2020/08/12/man-shot-by-secret-service-is-a-former-boxer-with-rap-sheet/,nypost.com,2020-08-12 13:03:00,NATION
Police fine 276 people for breaching lockdown restrictions,https://www.theage.com.au/national/victoria/police-fine-276-people-for-breaching-lockdown-restrictions-20200810-p55k8d.html,theage.com.au,2020-08-10 01:54:00,NATION
"Saints break all-time membership record, members to be thanked with free upgrades",https://www.saints.com.au/news/789607/saints-break-all-time-membership-record-members-to-be-thanked-with-free-upgrades,saints.com.au,2020-08-05 09:30:00,SPORTS
"Nuggets vs. Spurs odds, line: 2020 NBA picks, Aug. 5 predictions from proven computer model",https://www.cbssports.com/nba/news/nuggets-vs-spurs-odds-line-2020-nba-picks-aug-5-predictions-from-proven-computer-model/,cbssports.com,2020-08-05 16:17:00,SPORTS
Apple To Premiere Israel-Iran Spy Thriller ‘Tehran’ Next Month,https://deadline.com/2020/08/apple-premiere-date-israel-iran-spy-thriller-tehran-1203009964/,deadline.com,2020-08-11 16:00:00,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.somersetlive.co.uk/whats-on/shopping/mco-close-47-stores-across-4401098,somersetlive.co.uk,2020-08-06 14:31:00,BUSINESS
Thunder vs Rockets live stream: How to watch the NBA playoffs Round 1 series,https://www.tomsguide.com/uk/news/thunder-vs-rockets-live-stream-how-to-watch-the-nba-playoffs-round-1-series,tomsguide.com,2020-08-17 22:30:00,SPORTS
Martin Scorsese Will Start Shooting New DiCaprio And De Niro Crime Drama Next Year,https://www.gamespot.com/articles/martin-scorsese-will-start-shooting-new-dicaprio-a/1100-6480734/,gamespot.com,2020-08-11 05:57:00,ENTERTAINMENT
Footage of cancelled SEGA game set in the Sonic universe recently appeared online,https://www.vg247.com/2020/08/17/cancelled-sega-game-sonic-astropede/,vg247.com,2020-08-17 17:37:01,TECHNOLOGY
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.marketwatch.com/story/pfizer-to-help-manufacture-gileads-remdesivir-2020-08-07,marketwatch.com,2020-08-07 12:10:00,BUSINESS
Two Gardai test positive for Covid-19,https://www.meathchronicle.ie/2020/08/17/two-gardai-test-positive-for-covid-19/,meathchronicle.ie,2020-08-17 16:10:00,HEALTH
HSE: Cannot Comment On Reports Of Covid-19 Outbreak At Naas General.,https://kfmradio.com/news/11082020-1545/hse-cannot-comment-reports-covid-19-outbreak-naas-general,kfmradio.com,2020-08-11 14:46:15,HEALTH
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,http://www.globenewswire.com/news-release/2020/08/11/2076669/0/en/Coconut-Products-Market-Forecast-to-2027-COVID-19-Impact-and-Global-Analysis-by-Type-Application-Distribution-Channel-and-Geography.html,globenewswire.com,2020-08-11 18:46:00,BUSINESS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.dailymail.co.uk/news/article-8591145/Devastated-Hays-Travel-owners-reveal-forced-axe-878-staff.html,dailymail.co.uk,2020-08-04 08:08:48,BUSINESS
Hisense A56E and A71F series TVs will be introduced,https://www.somagnews.com/hisense-a56e-and-a71f-series-tvs-will-be-introduced/,somagnews.com,2020-08-04 19:46:04,TECHNOLOGY
NRL 2020: Warriors filthy after punters masquerade as players at Central Coast pubs,https://www.dailytelegraph.com.au/subscribe/news/1/?sourceCode=DTWEB_WRE170_a&dest=https%3A%2F%2Fwww.dailytelegraph.com.au%2Fsport%2Fnrl%2Fteams%2Fwarriors%2Fnrl-2020-warriors-filthy-after-punters-masquerade-as-players-at-central-coast-pubs%2Fnews-story%2F5b95d134a893dcaa8bbde83e2142dce5&memtype=anonymous&mode=premium&nk=a1ae7d697940ee38190215f0307d80b4-1597615799,dailytelegraph.com.au,2020-08-16 09:45:00,SPORTS
Juan Carlos I was not Spain’s saviour,https://www.theguardian.com/world/2020/aug/04/juan-carlos-i-was-not-spains-saviour,theguardian.com,2020-08-04 16:44:00,WORLD
Google Maps now lets you follow other users,https://www.gizchina.com/2020/08/03/google-maps-now-lets-you-follow-other-users/,gizchina.com,2020-08-03 09:01:19,TECHNOLOGY
